place_id,name,lat,lon,full_address,city,province,postal_code,website,phone
node/887581925,Henry's Fish & Chips,43.6933829,-79.7681689,"320, Main Street North, Brampton, L6V 4A3",Brampton,,L6V 4A3,https://henrysfishnchips.com/,+1 905-453-8222
node/887581941,Punjabi Chaap Corner,43.6929929,-79.7683062,"320, Main Street North, Brampton, L6V 4A3",Brampton,,L6V 4A3,https://punjabichaapcorner.ca/,+1 905-451-6782
node/887626230,Singapore Garden,43.6949544,-79.7506434,"226, Queen Street East, Brampton",Brampton,,,,
node/934384619,Railway Chai House,43.6962201,-79.7492403,,,,,,
node/2106417038,Pizza Way Restaurant,43.691219,-79.624878,,,,,,
node/2215449894,Sonny's,43.695849,-79.7506548,,,,,,
node/2266539953,Badshah Bar,43.6960986,-79.7494769,,,,,,
node/2266539974,The Mill,43.6876427,-79.7583282,,,,,,
node/2275800979,Presto Presto,43.6806706,-79.6692133,"7033, Telford Way, Mississauga",Mississauga,,,http://www.prestopresto.ca,+1-905-672-5698
node/2275800982,Bara's Hot Cafe,43.6798426,-79.6722283,"7885, Tranmere Drive, Mississauga",Mississauga,,,,+1-905-671-2362
node/2275801008,IL Tartufo Ristorante,43.680601,-79.6690486,,,,,www.iltartufo.ca,
node/2295977905,Tadka King,43.686307,-79.7607421,"35, Main Street North, Brampton, L6X 1M8",Brampton,,L6X 1M8,http://tadkaking.ca/,+1 905-230-0102
node/2305097012,Pho Viet Nam,43.6856377,-79.7593981,,,,,,
node/2494024008,Cristina's Bakery & Grill,43.6876429,-79.7625237,"131, Main Street North, Brampton, L6X 1M9",Brampton,,L6X 1M9,http://cristinasbakerygrill.com/,+1-905-463-2091
node/2752955074,Momo 2 Go,43.6780673,-79.7213027,,,,,https://momo2go.com/,+1 437-264-3363
node/2752955077,Sunset Grill,43.6779564,-79.7210764,,,,,,
node/2832862722,The Works,43.6864116,-79.7598744,,,,,,
node/2867846306,520 Sushi,43.6970401,-79.7486146,"252, Queen Street East, Brampton, L6V 1B9",Brampton,,L6V 1B9,http://www.520sushibrampton.com/,+1-905-457-6593
node/2988550528,Eggsmart,43.7905766,-79.7601212,,,,,,
node/3479320194,Hoya Sushi,43.7311138,-79.6001052,,,,,,
node/3479333976,Burger Boy Restaurant,43.7311425,-79.6006993,,,,,,
node/3479333977,Callaloo Taste of the Caribbean,43.7311038,-79.6008692,,,,,,+1-416-746-8800
node/3479333979,Flava Ceen,43.7311262,-79.6007658,,,,,,
node/3905865010,Hakka Urban Bistro,43.7849524,-79.6258266,"8280, Highway 27, Vaughan, L4H 0R9",Vaughan,,L4H 0R9,,+1-905-856-2422
node/3905865021,Pizza Hut,43.7856666,-79.6252465,,,,,,+1-905-605-3031
node/3905865026,Sunset Grill,43.7848759,-79.6258346,,,,,,
node/3906714201,Sapore Ristorante,43.778497,-79.6237212,,,,,http://www.saporebyzafferano.ca/,+1-905-851-3355
node/3929853653,Sweet Mahal,43.7207808,-79.6144952,,,,,https://www.sweetmahal.ca/,+1-416-679-9191
node/3930426861,Al-Meezan's Spicy Grill,43.7207139,-79.6131995,,,,,http://www.almeezanspicygrill.ca/,+1-416-675-7775
node/4273282117,Desi Bar & Grill,43.6924975,-79.7694796,"341, Main Street North, Brampton, L6X 1N5",Brampton,,L6X 1N5,https://brampton.desibarandgrill.ca/,+1 647-812-1100
node/4286037815,Texas Pit Restaurant,43.7744832,-79.6130433,,,,,,
node/4425284268,Pita Lite,43.6772002,-79.7216401,,,,,https://pitalite.com/,+1 905-595-0203
node/4580353279,Shoeless Joe's,43.6812319,-79.7153251,,,,,https://www.shoelessjoes.ca/,+1-905-796-5637
node/4966971104,The Humber Room,43.7288643,-79.6086972,"205, Humber College Boulevard, Etobicoke, M9W 5L7",Etobicoke,,M9W 5L7,http://www.thehumberroom.ca/,+1-416-675-5012
node/5166314125,Tap & Pour,43.6864486,-79.6272159,,,,,,
node/5256739986,Bombay Blue,43.6917818,-79.7541659,,,,,,
node/5345661424,Nine 18,43.7230936,-79.7726978,"10100, Heart Lake Road, Brampton",Brampton,,,https://www.turnberrygolf.ca/dining.htm,+1-905-500-0918
node/5568321980,Brewster's Bar & Grill,43.6756465,-79.7235634,"400, Steeles Ave E, Brampton, L6W 3R2",Brampton,,L6W 3R2,http://brewstersbarandgrillon.com,+1-905-457-9797
node/5991686944,Chuck's Roadhouse Bar & Grill,43.6957456,-79.7486562,,,,,,
node/6110921403,Loco Kitchen + Bar,43.692856,-79.7450513,,,,,https://locokitchenbar.ca/,+1-905-499-3500
node/6178348063,Tropical Paradise Restaurant & Grill,43.6814343,-79.7292175,"168, Kennedy Road South, Brampton, L6W 3G6",Brampton,,L6W 3G6,http://tropicalparadiserestaurant.com,+1-905-455-8100
node/6226609542,Pho Peter,43.6972663,-79.7522066,,,,,,
node/6226609543,Fresh Tandoori,43.6961124,-79.7507555,,,,,,
node/6334432782,Red Kaoliang,43.75183,-79.599997,"2200, Martin Grove Road",,,,,
node/6334466328,Punjabi Haveli,43.7350191,-79.6025534,,,,,https://www.punjabihaveli.ca/,+1-416-855-1519
node/6334482671,Mr. Greek,43.7355058,-79.6053131,,,,,,
node/6334482673,Crave Grill House,43.7353929,-79.6057295,,,,,,
node/6334487386,Wok of Asia,43.7341482,-79.6059326,,,,,,
node/6373194129,Tropical Island Caribbean Restaurant,43.7744342,-79.6129415,,,,,,
node/6373194145,Choice of the Orient,43.7764149,-79.6104723,,,,,,+1-905-850-6388
node/6373195778,Crave Indian,43.7732966,-79.6254415,"6150, Highway 7, Woodbridge, CA",Woodbridge,,,,
node/6532871913,Sunrise Chinese,43.6972263,-79.7521564,,,,,,
node/6541002809,Dosa Boyz,43.6788481,-79.720698,"35, Resolution Drive, Brampton, L6W 0A6",Brampton,,L6W 0A6,https://dosaboyz.ca/,
node/6541002810,Green Bites,43.679172,-79.7211529,"35, Resolution Drive, Brampton, L6W 0A6",Brampton,,L6W 0A6,https://www.greenbiteschinesefood.com/,+1 905-455-2221
node/6547160019,Pho Bo Saigon,43.7148048,-79.779873,,,,,,
node/6547160021,Golden Lake Chinese Food,43.7148717,-79.7799803,,,,,,
node/6554431766,Maggiano's,43.7206414,-79.5994343,"500, Rexdale Boulevard",,,,,
node/6554593079,D' Jerk & Roti,43.7360072,-79.6020547,,,,,,
node/6554593081,Haveli Sweets & Restaurant,43.7359045,-79.6020091,"130 #1, Westmore Drive, M9V 5E2",,,M9V 5E2,https://punjabi-haveli.com/,+1 4168551519
node/6554677024,Zaiga Restaurant & Sweets,43.7440643,-79.6042802,,,,,,
node/6554677038,Carribean Lyme,43.7443361,-79.6057883,,,,,,
node/6554677040,Focaccia's,43.7432238,-79.6078134,,,,,,
node/6554677045,Yellow Chilly,43.7434224,-79.6054423,,,,,,
node/6990034962,Spicy Island  Jerk,43.687905,-79.7628607,,,,,,
node/7170560023,Gypsy Queen,43.6856707,-79.7594242,,,,,,
node/7195489013,Lot 25,43.6860493,-79.7604208,"15, Main Street North, Brampton",Brampton,,,https://www.lot25.ca/,+1 905-500-5233
node/7195565575,Palm Palace,43.6895121,-79.7389402,,,,,,
node/7195565576,Pho Lang Viet,43.6899232,-79.7390314,,,,,,
node/7195565579,Karahi Stop,43.6880915,-79.7412587,,,,,,
node/7195565580,Jamaica House Jerk,43.6878791,-79.7409897,,,,,,
node/7195565581,Paranthe Wali Gali,43.688524,-79.7418745,,,,,,
node/7195565582,Sector 17,43.6893532,-79.7426142,,,,,,
node/7325964481,Karavan Kabob House,43.6765378,-79.7191193,,,,,,
node/8567826010,Freshii,43.7002946,-79.6363572,"6795, Airport Road, Mississauga",Mississauga,,,,
node/8567830617,Eggsmart,43.7001818,-79.63622,"6795, Airport Road, Mississauga, L4V 1E6",Mississauga,,L4V 1E6,,
node/9008392537,Dosa Dosa,43.698866,-79.7451604,,,,,,
node/9777737066,Freshii,43.6779748,-79.7211835,,,,,,
node/10682199699,Shawarma Point Wingz N Thingz,43.6936191,-79.7696811,"332, Main Street North, Brampton, L6V 1P8",Brampton,,L6V 1P8,https://shawarmapointwnt.com/,+1 905-497-7818
node/10682199704,Jerk & Tings Restaurant,43.6934202,-79.7694316,"332, Main Street North, Brampton, L6V 1P8",Brampton,,L6V 1P8,,
node/10682233716,Willy's Jerk,43.6964816,-79.7713136,"370, Main Street North, Brampton, L6V 4A4",Brampton,,L6V 4A4,,
node/10682233724,Tahini's,43.6955745,-79.7703105,"370, Main Street North, Brampton, L6V 4A4",Brampton,,L6V 4A4,https://tahinis.com/,+1 289-948-6181
node/10684576108,,43.6789936,-79.7209095,"35, Resolution Drive, Brampton, L6W 0A6",Brampton,,L6W 0A6,,
node/10684661659,9 Queen Chinese,43.6860862,-79.7594958,"9, Queen Street East, Brampton, L6W 2A7",Brampton,,L6W 2A7,https://9queenchinese.com/,+1 905-874-8688
node/10778605500,Swiss Chalet,43.6768141,-79.7222013,,,,,https://www.swisschalet.com/en/locations/on/brampton/90-resolution-drive,+1 289-948-6203
node/10783406802,Pizzaish,43.7226407,-79.7872131,,,,,,
node/10783441196,Wah G Wah,43.7190306,-79.7822562,,,,,https://wahgwahbrampton.com/,+1 905-867-6636
node/10783447340,Patto Sweets North,43.7203806,-79.7820673,,,,,https://www.facebook.com/people/Patto-catringSweets-Patto-Sweets-North/100057336893413/,+1 416-561-5133
node/10812972379,Pizzanini,43.6855384,-79.7592452,,,,,,
node/10909775170,Wild Wing,43.6962747,-79.7479576,,,,,,
node/10909781999,Queen Takeout N Catering,43.6987418,-79.7450291,,,,,https://www.queentakeoutncatering.com/,+1-905-497-5677
node/10909783181,Shawarma Corner,43.696679,-79.7474857,,,,,,
node/10909786746,Gusto Pizzaria,43.6982282,-79.7460876,"247, Queen Street East",,,,https://www.gustopizzaria.ca/,+1 905-455-1010
node/11232441889,Burrito Bandidos,43.6756558,-79.7235116,"400, Steeles Avenue East, Brampton, L6W 3R2",Brampton,,L6W 3R2,https://www.burritobandidos.ca/,+19054974321
node/12319349311,Ocean Palate Indian Restaurant,43.7919193,-79.7376105,"10940, Goreway Drive, Brampton",Brampton,,,,
node/12319349317,Bikanervala,43.7917186,-79.7383991,"10940, Goreway Drive, Brampton",Brampton,,,,
node/12457943501,Pasha Kebab House,43.7745476,-79.6130019,"5731, Highway 7, L4L 4Y9",,,L4L 4Y9,https://pashakebabhouse.ca/,+1 905-856-3434
node/12474014206,Hashtag Foods,43.6914316,-79.754548,,,,,,
node/12863161784,The Keg,43.7748292,-79.6227006,,,,,,
node/12863169231,Sake Sushi,43.773292,-79.6175416,,,,,,
node/13254407885,Mary Brown Chicken,43.7904993,-79.7601264,,,,,,
node/13515453101,Apna Pind,43.6790447,-79.6693194,"7033, Telford Way, L5S 1V4",,,L5S 1V4,https://apnapindcanada.com/,+1-905-678-2100
node/13649905030,Kachori House,43.6841,-79.7151433,"12, Bram Court, Brampton, L6W 3R6",Brampton,,L6W 3R6,https://www.kachorihouse.com/,+1-647-804-3570
way/34165937,Mandarin,43.678111,-79.70819,"238, Biscayne Crescent, Brampton",Brampton,,,https://mandarinrestaurant.com/,+1-905-451-2222
way/58361203,Punjabi Chaap Corner,43.7353644,-79.60471,,,,,,
way/194217085,Boston Pizza,43.6788461,-79.7201465,"65, Resolution Drive",,,,,
way/377809572,Swiss Chalet,43.7732226,-79.6239856,,,,,,
way/659533739,Tandoori Time,43.7430568,-79.6029316,,,,,,
node/310142575,Swiss Chalet,43.7121924,-79.5776247,,,,,,
node/378462360,Fanzorelli's Restaurant & Lounge,43.6850495,-79.7611284,,,,,,
node/378473101,Sushi Brampton,43.6860319,-79.7624486,"31, George Street, Brampton",Brampton,,,,
node/431144158,Anjappar Chettenad,43.6677389,-79.7335017,,,,,,
node/1870128254,Hakka House,43.7275297,-79.7973345,,,,,https://www.hakkahousebrampton.ca/,+1 905 970 1886
node/1870128317,Eggsmart,43.7273387,-79.7975277,,,,,http://www.eggsmart.ca/,
node/1898960306,Swiss Chalet,43.7244312,-79.8130813,,,,,,
node/1918832273,Kesar Sweets & Restaurant,43.7243307,-79.8145983,,,,,https://www.kesars.ca/,+1-905-495-2228
node/2262125712,Heritage Fish & Chips,43.7140401,-79.799955,,,,,https://www.heritagefishnchips.com/,+1-905-451-0725
node/2305097020,Sulirmaos Southern Brothers Foodery,43.6842363,-79.7598005,,,,,,
node/2324505360,Bj's Caribbean Kitchen,43.7288934,-79.7955184,"180, Sandalwood Parkway East, Brampton, L6Z 1Y4",Brampton,,L6Z 1Y4,,
node/2489803885,Il Porcellino Restaurant,43.6676641,-79.6679816,"6720, Davand Drive, Mississauga, L5T 2K7",Mississauga,,L5T 2K7,https://ilporcellino.com/,+1-905-696-9755
node/2561845514,Vinifera,43.676683,-79.6114137,,,,,,
node/2753028866,St. Louis Bar & Grill,43.6980003,-79.7994605,,,,,,
node/2753030745,Sunset Grill,43.7074447,-79.7858357,,,,,,
node/3590608889,Freshii,43.6872492,-79.621949,,,,,,
node/3618391885,King of Fish 'N' Chips,43.7794724,-79.5881373,,,,,,
node/3644735636,Bucatini,43.7045513,-79.7893109,,,,,http://bucatinirestaurant.com/,
node/3654886504,Caribbean Desire,43.6643408,-79.6586737,,,,,http://caribbeandesire.ca/,
node/3969700260,Punjabi Haveli Dhaba Express,43.6631013,-79.7300842,,,,,,
node/3969700266,Wok of Fame,43.6597025,-79.7263604,,,,,,
node/4178567222,Mandarin,43.7197713,-79.5960178,,,,,,
node/4278944004,Golden Palace Chinese Food,43.6663615,-79.7321141,,,,,,
node/4490585730,JP's Bar & Grill,43.6976636,-79.5935359,,,,,,
node/4510510472,Spotlight Caribbean Kitchen,43.7153195,-79.5929864,"130, Queen's Plate Drive, Toronto, M9W 0B4",Toronto,,M9W 0B4,https://spotlightcaribbeankitchen.com/,
node/4510510474,Xawaash,43.7154231,-79.5930089,,,,,https://www.xawaashrestaurant.com/,
node/5026174322,Wahlburgers,43.6782739,-79.6117961,,,,,,
node/5127356502,Bliss Restaurant & Bar,43.6866229,-79.603584,,,,,,
node/5166313532,Freshii,43.6850823,-79.6237695,,,,,,
node/5166313535,Fionn MacCool's,43.6858615,-79.6214966,,,,,,
node/5166351826,Plaza Premium Lounge,43.6859146,-79.6219141,,,,,,
node/5166355625,Urban Crave,43.6854862,-79.623291,,,,,,
node/5166394226,Acer,43.6825636,-79.6200772,,,,,,
node/5166394229,Paramount Fine Foods,43.6827434,-79.6202261,,,,,,
node/5166409224,Airfrance KLM Lounge,43.6826641,-79.6204568,,,,,,
node/5166409225,British Airways Lounge,43.6826248,-79.6203976,,,,,,
node/5166413224,Plaza Premium Lounge,43.6826874,-79.6203264,,,,,,
node/5645959401,Boccone trattoria veloce,43.6796205,-79.6166965,,,,,,
node/5917075348,Blue Sky Restaurant and Bar,43.733088,-79.5881949,"1701, Martin Grove Road, Etobicoke, M9V 4N4",Etobicoke,,M9V 4N4,,
node/6328107169,Moxie's,43.6899674,-79.5908306,,,,,,
node/6328144887,Turtle Jack's Muskoka Grill,43.6862479,-79.5960681,,,,,,
node/6334199723,Caribbean Heat 2,43.7419646,-79.5838486,"1530, Albion Road",,,,,
